review_queue_id	descriptor_assertion_id	source_locator	source_file_sha256	source_text_sha256	machine_disposition	reviewer_id_or_pseudonymous_code	reviewer_role	review_actor_type	review_protocol_version	decision	decision_reason	evidence_locator	reviewed_at	adjudication_status	previous_decision
review-5654fe0182e844095028a45a	assert-00a6152081f52c737ceaf6549dc522a8b8dee2959b69607d	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=7;table=1;row=3	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547	ea2e30d0b2c80acd152b444928bb398980a9811dd828630de633cc5952abe970	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=7;table=1;row=3			NON_DESCRIPTOR
review-3500e8412fce61fa777a8c00	assert-015a0e98df5ed02086ebf2e0609e876e217109f2edd29d0e	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=1;table=1;row=6	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53	9bfab8d17c6cb827a294a9a56a02f90229b44e6382f7cc6de3266232e9b45926	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=1;table=1;row=6			NON_DESCRIPTOR
review-13b1e52d7d3f0a61baf12bca	assert-02a3ef3f3df1196351ee1854c07fe1174f11d72eed3c7376	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=4;table=1;row=4	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f	da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=4;table=1;row=4			NON_DESCRIPTOR
review-53f2829e154e299a606e6656	assert-03c5d2dd92d488d8ef1e31d80eb0d9ae51fa747041a29d68	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=7	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547	9bfab8d17c6cb827a294a9a56a02f90229b44e6382f7cc6de3266232e9b45926	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=7			NON_DESCRIPTOR
review-6d06ec53b475bb34f88a1cf1	assert-042d3f70400c2bfd7a15621b10fa6a8505ff2a70d6b0d108	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=7;table=1;row=5	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547	cb08a8f28d227871529721dc2214512e49ac6aeaab8ce6f3ed0faabe36156cb3	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=7;table=1;row=5			NON_DESCRIPTOR
review-b14745466d59130ac9c3c14a	assert-0628463d91f70e0545c85294328ba48a901c64b5bc2856e4	https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=2;table=1;row=3	6f8be1365130c379c41b79fdbbde910f73f0e26f73f04a99ceba22e41702a847	9bfab8d17c6cb827a294a9a56a02f90229b44e6382f7cc6de3266232e9b45926	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=2;table=1;row=3			NON_DESCRIPTOR
review-d87fa8e6f43d885b25fe138e	assert-06a88aa1fd2808fa76033934da777de3cbbaef5c1764f459	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=5;table=1;row=11	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547	cb08a8f28d227871529721dc2214512e49ac6aeaab8ce6f3ed0faabe36156cb3	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=5;table=1;row=11			NON_DESCRIPTOR
review-72479533a4757e7d220b3beb	assert-06c728f296c660ae32f110cc9335ca8cb79bdbabd75b7f8e	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=4	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547	65a2f30c8faa3188212dfa19512c7111119dad9cd56da5537e16c3d0cf471746	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=4			NON_DESCRIPTOR
review-8d9b895df558420dc5960c0f	assert-0782163bcea56a2af6ff32d526e99ec319e4a0e2eb09c18d	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=2;table=1;row=11	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53	cc6eae69e9094554c667012a0a9b317a6896a708c5b29b584555de715aa17efd	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=2;table=1;row=11			NON_DESCRIPTOR
review-8c36639710f5d4d8fe5106ed	assert-079fe8dde36cf67cc74edd2e5bdcb9b50110eb5ab4060e77	https://www.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf#page=1;table=1;row=24	9e24c113cad136b7471f2855a4f21b56f5255c9e6e91aac41801304b3006c6a7	da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	NON_DESCRIPTOR				round3m-descriptor-review-v1			https://www.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf#page=1;table=1;row=24			NON_DESCRIPTOR
